Gene,MeanAbsSHAP
HOXA13,0.0011576766174299714
FMN1,0.0011576081956772238
CYP19A1,0.0011574751832771173
SLC38A5,0.001157067642558079
FAM171A1,0.0011563104861185675
MYO3B,0.0011561735865942384
SLC6A17,0.001156043312323618
HABP2,0.001155750714451642
ADAM8,0.0011555122089614794
SUSD2,0.0011553858454482857
S100A6,0.0011552140984610068
PTPRZ1,0.0011547305505726197
C9orf68,0.0011544473586765334
RASGEF1C,0.001154307725515322
PLCL1,0.0011542521696565838
EPN3,0.001154058344636787
MYOC,0.0011535737509243897
HLF,0.0011531169242547416
ARHGEF4,0.0011526757655162434
ALPL,0.0011525584578841118
RPS28,0.0011520377335919817
CYP2A7,0.0011518505275132738
FREM1,0.0011514648792137273
DDO,0.0011510497491440694
NUP62CL,0.0011510468757654577
C8orf48,0.0011509849002245905
CASKIN1,0.00115087939746464
RBP1,0.0011508071364561248
LOC442421,0.0011505356713249013
ASPHD1,0.001150415054623524
CRABP1,0.001150168680774952
PRSS22,0.00115001050989147
CCDC129,0.0011496940781100307
DSCR6,0.001148839802969448
HEY2,0.0011487925523687023
MAPK15,0.0011487707312066201
DBC1,0.0011481127042095017
PLEKHB1,0.0011471828783435
STOX2,0.0011468316956073149
FAM180B,0.0011465676483363534
EVL,0.0011464441467972442
FSIP1,0.0011460756766584583
GAL3ST2,0.0011456425527553746
SIX1,0.0011455800379697697
GPR109A,0.0011451913115019844
COL4A5,0.0011450654538224271
NPC1L1,0.0011444750736758792
RDH16,0.0011442603829244211
CYP26A1,0.0011442585919676654
MSL3L2,0.0011442316443988274
TNS4,0.0011439129544618886
SCN8A,0.0011433163073345694
QRFPR,0.001143018232238862
CNFN,0.0011428280203410344
LINGO1,0.0011426063697967948
NLGN1,0.001142520692976253
H19,0.0011424262652741707
TFCP2L1,0.0011418641055549017
ARMC3,0.0011418392766122862
CYP4Z2P,0.0011418228776139787
NCRNA00110,0.001141754954694068
LOC400931,0.0011414773777030658
FOXI3,0.0011414536615933773
BCL2,0.0011414230163696163
ATP6V1G2,0.0011413701809440606
SIM2,0.0011411977362692641
ZNF826,0.0011411465642653853
CCL28,0.0011408151713109445
KIAA1644,0.0011406665378198098
AP3B2,0.0011406643188092036
ZNF311,0.0011403433695698418
C6orf141,0.0011402171689029374
C5orf4,0.0011401901915209893
ATP7B,0.0011401338012712455
HAGHL,0.0011396247378727786
DHDPSL,0.001139359404414285
AGR3,0.0011391957956365989
KIAA1324,0.0011388505318406159
CELF5,0.0011384201914176452
AR,0.0011382422298172263
ANKRD43,0.0011380095159540342
C7orf13,0.0011378388654776472
SDS,0.001137616403424049
ELF5,0.0011371373777898776
C2orf14,0.0011369216613312952
LOC84740,0.001136132893978154
ZNF804B,0.0011359817845250655
LILRA3,0.0011358394278289552
RHOH,0.0011358379322167088
SEZ6L2,0.001135815043831043
CD1C,0.0011352328159931503
TMEM40,0.0011349488595717124
PCP4,0.0011343311569035168
GDPD3,0.0011342725191820545
MST1P9,0.0011337722352790377
RGN,0.0011337247631052112
MARCO,0.0011333277100355193
SAA2,0.001133319992135916
CYTIP,0.0011330013113675047
SLC7A5,0.0011328571235740665
TGFBR3,0.0011320647933696175
MT1A,0.0011317783938529324
TMCC2,0.0011317144390844192
CTSL2,0.0011305679097847212
LRRIQ1,0.001130352340037651
PRR11,0.0011301234746886183
ABCA6,0.001130019195914637
C16orf89,0.0011298402184815653
SPOCK1,0.0011295022561798262
ADD2,0.001129381032623971
SIM1,0.0011293772119881141
C7orf51,0.0011292149910168013
MFGE8,0.0011287478552568409
TUSC3,0.0011284762303665572
FBN2,0.0011284689845626004
KLRG2,0.0011283745038449904
SVOP,0.0011279039682783715
GRIN2A,0.0011277568942363006
HMMR,0.0011276891941420786
SCN3B,0.0011267763107786187
SLC5A5,0.001126678853031709
CD226,0.0011266097969163348
TTC22,0.0011265582998482336
TSLP,0.001126423911343958
MLPH,0.001126413820651035
SPOCK3,0.0011263560827238252
BDKRB1,0.0011261475244132334
NXNL2,0.0011259960345727097
GSTM1,0.0011257347435847326
DEFB132,0.001125399071614513
OSR1,0.0011250961173494606
C5orf27,0.0011250085999951489
RASL10B,0.0011249770921045313
OCA2,0.0011248766062180947
PACRG,0.0011243098027228548
GDF1,0.001124193620928714
SYT9,0.0011241243719805677
PI15,0.0011236420750794056
CYP2E1,0.0011234474139657084
CDO1,0.0011234212322101989
LOC100188947,0.0011230015390227166
TBX5,0.0011225898439186544
C18orf56,0.0011225868343053157
ALDOC,0.001122418400789766
BRSK1,0.001122088368179814
RAD54L,0.0011219837036444838
SCN2B,0.001121684968641369
BMPR1B,0.0011216816357484936
SLC24A2,0.00112146093409709
S100A14,0.0011209587367606922
HES6,0.0011208732090000556
HSPB1,0.0011208396475651354
ENPP1,0.0011208177687046196
CAPN9,0.0011205875945695394
PLD4,0.0011205427869475512
DNAI1,0.0011204092232775212
STC2,0.0011203821341303191
IL27RA,0.0011202711263813903
ACAN,0.0011198690235993858
LRRC56,0.0011195800521412657
CTHRC1,0.0011189612215858347
SCD5,0.00111834220087622
MT1L,0.0011162714955266515
HERC6,0.0011158907567942182
BTG2,0.0011158527647026912
SYCE1L,0.0011155604930867943
GPT,0.001115393924954549
PPAPDC1A,0.0011140417730049516
WISP1,0.0011137077652280656
KBTBD11,0.0011131920281387566
HAS3,0.0011125739674960123
FAM83E,0.0011125122936003133
ITGA7,0.0011124889748232805
MAK,0.0011124215129484582
KCTD14,0.0011120160721333938
CYP4B1,0.0011119410130785608
TFDP3,0.0011118162662828329
C1QL1,0.0011116542524316683
COL13A1,0.0011115925240181765
SLC4A10,0.001111482009351524
RIMBP2,0.0011114798839869876
C3orf52,0.0011113950411670871
SNX20,0.0011110959895766037
DSEL,0.001110900535254997
USH1C,0.001110883928133788
HMGCS2,0.0011107909135589999
CACHD1,0.0011107304313677149
MARCH10,0.0011105774504604345
RHOV,0.0011105316332603366
AQP6,0.0011101907340716366
PCDHAC1,0.0011096724610038559
HSPB6,0.0011093332442019092
C4BPA,0.0011092345962239057
CAMK2N2,0.001109114490270587
CNN1,0.0011083064867224756
NTN5,0.0011082425517974078
RAB3C,0.0011081547607930354
C1QL3,0.0011080734703812804
GPR97,0.0011077216367285005
DIO2,0.0011076633710025085
ITPRIPL1,0.0011076571953206364
PGM5,0.0011071928016936758
MGP,0.0011068915137597754
SYNPO2,0.001106767607181938
ZNF488,0.0011066345495426807
LPPR5,0.0011063043082100105
LRRC31,0.0011062162577036676
CDH7,0.0011059630324281341
KIF5C,0.0011057476807151388
TTLL9,0.0011057360406434371
FAM64A,0.001105580341446297
IGSF5,0.0011055400963277703
LY6E,0.0011054605957029808
GXYLT2,0.0011054210415207106
PKNOX2,0.001104941545841282
NLRP6,0.0011049319744980974
PRDM16,0.0011047661530293833
MIR155HG,0.0011047132885712093
LHX8,0.0011044153215553681
CSDC2,0.0011043357947008935
LIPE,0.001104324669580276
IL24,0.001103892810037858
PSD3,0.0011031732250014808
SYNM,0.0011030496094720534
RAET1K,0.0011029840722336026
TRPV3,0.0011029379594859278
JPH1,0.0011026954315551105
SCN7A,0.0011025857763278346
ASB16,0.001102575315348828
COL8A2,0.0011023614686947445
PNMA2,0.0011021470424228458
FAM83A,0.0011014820523578964
LOC100170939,0.0011001726683597705
FOXN1,0.0011001578446416754
MYH15,0.001099819029494695
CPXM1,0.0010996603710756504
PYY,0.0010996172868102702
ST8SIA6,0.0010995782820670127
UPF0639,0.0010992021947838252
GPX2,0.0010989884335445923
PEBP4,0.001098432527836716
SOX10,0.0010984208113464986
SCN5A,0.0010982955976561787
SPOCD1,0.001098028676758468
SFRP2,0.0010979883505762523
GHRH,0.001097113096389219
ZIC1,0.0010965352679578346
FMO6P,0.0010964793641325818
DPY19L2,0.0010963912668938431
OBSCN,0.0010963739844063033
PTX3,0.0010958472018336982
HSPA2,0.0010957271223446697
IFI27,0.0010956857739258757
RASSF6,0.0010955686951702385
FOXJ1,0.0010950727801495455
ANO9,0.0010950469958380103
MIAT,0.001095002043377412
RGS11,0.0010949935652290164
AMBP,0.001094391325192766
MGC42105,0.0010943281724351847
MFI2,0.0010941855463015551
CEACAM19,0.0010939529163658357
SEZ6L,0.0010937945303792181
HIST1H2AE,0.001093747780659725
VWA3B,0.0010933331508277257
C21orf130,0.0010929542555818215
STRA6,0.0010928020321275254
FMOD,0.0010927834121449425
ACADSB,0.001092620132064089
PCLO,0.0010918481201763876
DPEP1,0.0010914241926575604
ABCG2,0.0010914085290008775
PCDHA6,0.0010913111115390074
GABRA2,0.0010912136443896733
PDZD2,0.0010905689398484242
IQSEC3,0.0010904239858525165
SERPINB5,0.0010901067644943573
ALOXE3,0.00108999013388345
PI16,0.0010898867703826593
PTGS2,0.0010897471234257476
ENDOU,0.0010897308334793681
VGF,0.0010896111551668734
FLJ23867,0.0010892519063888685
EGR2,0.001089240765140826
RAET1E,0.001088937203195428
COL1A1,0.0010887895138992575
LOC283663,0.0010885372541147198
LOC145837,0.0010885098142719269
GGT3P,0.001088302070355793
SLC16A4,0.0010882666716064983
SFN,0.0010881453737090238
C1orf106,0.001088138339001274
BNC1,0.0010876632564958695
FXYD3,0.0010873794120215842
C11orf53,0.001087377127814193
STMN3,0.001087092441550731
WNT3,0.0010870261150329617
GLT1D1,0.0010867123060952129
CPNE5,0.0010862006620163654
ZNF385B,0.0010860802672570773
CACNA1D,0.0010860492758439477
CSMD2,0.0010853480413436343
C1orf64,0.0010851299176448176
KLRC2,0.0010851138154551719
ITGB4,0.0010849237817571597
VSIG10L,0.0010843100365496936
MYO7B,0.001083986720693749
CYP21A2,0.0010837970034329044
PDZK1P1,0.0010835945264733007
CFTR,0.0010835818161930256
LOC440905,0.001083367586967496
HYDIN,0.0010830044997905
COL28A1,0.0010824224197424964
SGPP2,0.0010819241403345991
TINAGL1,0.0010818925275894269
PSCA,0.0010818739658038762
SCGB2A2,0.001081505317251007
NLRP12,0.0010814381380582303
IL22RA1,0.0010813632073952324
SCNN1G,0.001081279544123327
VSIG4,0.0010812525333839238
PGLYRP2,0.0010812438942297416
UPK2,0.0010808958585636376
RAB39B,0.0010808742417222246
CCR8,0.0010806435605151894
ATG9B,0.0010806214316209169
SPDEF,0.0010800742808001473
NPY1R,0.0010796029770643954
SGSM1,0.0010795116059349476
FAM171A2,0.0010791406601488992
COL22A1,0.001078564452848369
FAM70A,0.0010784679738962825
NRG3,0.0010784619955357597
WIPF3,0.0010784296467783684
PLAG1,0.0010783806239511287
AK3L1,0.001078261610417286
TPRG1,0.0010773314865105022
IYD,0.0010767437212127362
LOC645431,0.0010764571542686162
KLHL30,0.001076298307681177
PLCB1,0.001075879444041641
HOXD13,0.0010758653909742498
TMSB15A,0.0010758639327199326
CCL18,0.0010755795735639772
TMPRSS13,0.0010755739391553238
PIP5K1B,0.0010754527499827304
HIST1H2AG,0.0010752740634018209
SKA3,0.0010750602373554507
TPSAB1,0.0010750223484636637
OGDHL,0.001074495976252226
LRRC2,0.0010742964541704068
KRT83,0.0010742896284615198
CCL4L2,0.0010742222341728713
MFSD6L,0.001074136138802986
FAM196B,0.0010735308341332306
GPM6A,0.0010731426685644074
COL14A1,0.0010730944650358904
TMEM132A,0.0010723984253126102
HCG4,0.0010723297687828647
MXRA5,0.0010721491844081913
CA12,0.0010720872653814063
FAM83B,0.0010718403095099107
EFCAB6,0.0010711076492101925
LRFN5,0.0010710953665913003
KCNN4,0.0010706942229233283
SIX2,0.0010691073811321258
KIF6,0.0010690847397299308
ATP2C2,0.0010690202671073715
LPL,0.0010685433488990587
C9orf170,0.001068392528084969
PLAC4,0.0010681659776654584
RAB36,0.00106802013225228
C1orf168,0.0010678924123857945
CNTN6,0.0010676587346299332
EFHD1,0.0010676471461568188
MSMB,0.0010675651631550586
NLRP8,0.0010675202542200976
KRT80,0.001067511109611827
MT1G,0.0010670356319830018
FAM47E,0.0010669967524004657
KRT86,0.0010669513405755678
SLC7A10,0.0010669332604818591
AKAP5,0.0010668206744883137
PARP15,0.0010665854090960794
F7,0.0010664959527798877
CGNL1,0.0010664680072290465
MUCL1,0.0010659345138662956
CD24,0.001065879209462079
SLC4A11,0.0010654233657786468
CLUL1,0.0010652913788776334
GSTT1,0.0010652795896469848
C10orf90,0.0010650152556413181
C11orf35,0.0010648171090965855
ANKRD35,0.0010646788536693604
C1orf186,0.0010646035241156445
FGF19,0.0010642906331061871
MS4A15,0.0010637320642569786
TMC5,0.0010633277134469586
NAPRT1,0.0010625408856761787
MDH1B,0.0010624100863398194
PLEKHA4,0.0010621237599785615
EFHC2,0.0010617567735375624
TFF3,0.0010616459582304097
ESPNP,0.001061153135254658
PGR,0.0010610511784287426
COL5A1,0.0010609539849286006
PDE9A,0.0010609283129139235
MS4A7,0.0010608857706623255
RGPD8,0.0010607925522296885
BCL2L14,0.0010606339557914643
HIST4H4,0.001060297999964393
EXO1,0.001060275163871438
ATF3,0.0010602678870115926
C10orf116,0.0010602536603019847
ROPN1B,0.001060242255172107
CATSPERG,0.0010599566916155822
SLC38A11,0.0010599066534537213
SEMA3G,0.001059845960920648
TSPAN1,0.0010594777880007832
UBD,0.0010594526633730715
KHDRBS3,0.0010593597858410753
SMOC1,0.0010593580208604495
BAALC,0.0010592829803798055
ACACB,0.001058881347520134
RNF43,0.0010588568338347512
KIF1A,0.001058732957688492
CLDN11,0.0010584539668059278
A2ML1,0.0010580967147832323
MYLK,0.0010579110845862752
B3GNT5,0.0010575886842490137
SPDYC,0.001057214453748164
LOC100190938,0.0010569740885825062
TROAP,0.001056837767758149
RHBG,0.0010567020506282493
LOC647946,0.001056527501076459
PRLR,0.0010564436886803543
FAM27A,0.0010562566278571476
KRT81,0.0010561852024979304
SAMD5,0.0010558300758450262
ANGPTL7,0.001055671928709106
PCDHA10,0.0010551359539241567
FOS,0.0010548135267461826
P2RX6,0.0010545691083939978
PDE1A,0.001054211742522505
RAPGEFL1,0.0010540632075810821
FASLG,0.0010538689043192069
BCL11A,0.00105372579683376
DNAH9,0.0010535092461693965
MUC7,0.0010530121666984687
FCER1A,0.001052308730851021
WSCD1,0.0010516258024805935
IGSF10,0.0010515827984316198
KIFC1,0.0010515135698293914
GDA,0.0010512465368666174
GHR,0.001051016324431152
CCL21,0.0010508481807474052
FIGN,0.0010507833326155631
KCNJ13,0.0010505113453712807
TNNI3K,0.0010504975956890188
DMRTC1B,0.0010501007433024118
THEG,0.0010498829081021042
C21orf88,0.0010497167228435819
PPAN-P2RY11,0.0010496477219027738
FAM3D,0.0010495979549406324
TUBB2B,0.0010495783846898297
KCNIP2,0.0010494987735323016
FABP5,0.0010493101334085825
LOC154822,0.0010492941241208894
SLC6A11,0.001049040123642284
AOX1,0.0010489377255358554
EDARADD,0.0010488936371375404
KCNG3,0.001048534245263334
GOLGA8A,0.0010482419960309544
COX6C,0.0010481125517777122
FLJ41941,0.001047579172396319
DOC2B,0.0010475092830949013
FAM157A,0.0010474947305264474
KRT19,0.0010472316357053775
CD1A,0.0010467048223672985
GGT1,0.0010463932891256256
MCTP2,0.0010463095779250074
SCN3A,0.0010462973361586908
CA8,0.0010462533375688724
MFSD4,0.0010462019729310947
ISLR2,0.0010459605176611536
CCDC67,0.0010458756135070266
AGTR1,0.0010455428570047332
FAM171B,0.0010452490365246091
RASGEF1A,0.001045079380480729
FAM123C,0.0010447339400450851
CLEC12A,0.00104446166536868
CASC5,0.0010423651034487847
PTGER3,0.0010423383091029514
SFTPA2,0.001042221392689334
TMEM195,0.0010422052282999712
MEG3,0.00104156006949157
PGLYRP4,0.0010414210311744684
PLA2G4A,0.0010411530374672868
SEMA6D,0.0010407879781777435
AQP7P1,0.001040456151341434
CD109,0.001040408326630487
GPIHBP1,0.0010403356098888613
FLNC,0.0010402493315293132
ABCC8,0.0010393983704721184
DMGDH,0.001039333803854387
MFSD2A,0.001038663340447875
KCNN1,0.0010385803722539992
HS3ST4,0.001038271791395731
LGALS7B,0.001037966454269797
PLLP,0.0010376451851706115
ACPP,0.0010376246992990445
SYN1,0.0010375845112957293
GPR37,0.0010375252307061563
CCL22,0.0010375215602430722
DNALI1,0.0010372393405582553
SLC7A2,0.0010369486347641221
PTH2R,0.0010369029378851894
C10orf79,0.0010365210046093883
C8orf75,0.0010361846685763491
CHRNB2,0.001035974981867819
ACCN2,0.0010353384638783325
CAMK2B,0.0010349937152058588
RAB17,0.0010349903972095514
WNT5A,0.001034798046584721
WFDC2,0.0010343952665980143
PREX1,0.001034365732979994
FAIM3,0.0010342708805884135
CCNI2,0.0010342601238549933
TAS1R3,0.001034010960335902
CMA1,0.0010339475419775548
NPHS1,0.0010338605924248314
HAS1,0.001033775143384356
NCAM1,0.0010336396405923173
LETM2,0.001033597159192665
CXADR,0.0010333950312579987
KIAA2022,0.0010332723525273875
TEX19,0.0010332149208852886
FLJ16779,0.0010330760123622143
OLFM1,0.0010330486356101194
HEPHL1,0.0010327230555753253
SLC38A4,0.00103245509614551
FGF7,0.001032385226228764
ZNF667,0.0010323450730554543
LRP4,0.0010323287820129836
HOXB4,0.0010321393282809134
ASTN2,0.0010317986317109748
ADAMTS8,0.0010314954153966167
IQUB,0.0010314510952336695
CST5,0.00103133277769195
RGS22,0.001031118884034991
NOD2,0.0010311087725867196
NDRG2,0.001031068907390864
BMP7,0.0010307954651622314
ZNF80,0.0010304161133250192
WDR86,0.0010303601805802822
DUOXA1,0.0010302270162109532
ADCY1,0.0010293502660748467
ABAT,0.001029167490140834
DENND1B,0.001028986571243489
LOC641298,0.0010289651330816065
WNT4,0.0010286039674221729
ARHGAP20,0.0010285962482044437
GLB1L3,0.0010283792671654307
LOC284276,0.0010282120083426585
UBXN10,0.0010274858946230678
ZNF215,0.001027337757613209
PCDH8,0.0010272083788909943
EFNB3,0.0010271194976611713
SPEF1,0.0010267600069021733
OXER1,0.0010263238401917204
ZDHHC11,0.001026227273804123
WDR17,0.0010259436580129647
C3orf57,0.0010254476727264243
FAIM2,0.0010252263096829338
VPREB3,0.0010251447393495915
NEK10,0.0010251384066016556
MMP10,0.0010250409561205684
IGLON5,0.0010247484681788896
RTN1,0.0010244478596333668
GPRC5A,0.0010237475601531148
RRN3P1,0.0010235656976653395
EDN3,0.0010234018264505885
C2CD4B,0.0010233853793168793
ASB2,0.0010227575986094608
TCF7,0.0010227371596672802
SEMA3B,0.0010226418149348623
FCRL6,0.0010226082775976685
LOC284837,0.0010222729645290782
PODXL2,0.001022245254867471
GCM1,0.0010221436568515448
MGAT5B,0.0010218633825279679
CCDC78,0.001021769078850375
PANK1,0.001021641510834195
RICH2,0.001021520083020909
ANO3,0.0010210279869145072
SLC5A11,0.001020967185773674
PAK7,0.0010206755352969467
IL32,0.0010205304354232404
SERPINB13,0.0010204793047797187
COL7A1,0.0010199626922171726
TNFRSF4,0.001019720724010161
NRXN3,0.0010195889791677676
DMRTC2,0.0010191523890529513
DHRS2,0.0010186647762408382
ANKRD24,0.0010185815959288568
FAT2,0.0010184130972228267
ADAMTS18,0.0010183717564511122
MPZL2,0.0010182547033761263
TLE6,0.0010181757631724192
NOX4,0.0010180007265743838
ONECUT2,0.0010179902325825353
CLCN4,0.0010178004680249666
STARD10,0.0010174946862934952
SLITRK6,0.0010174827725519561
ATP8B3,0.0010174194410733466
FMO5,0.0010173960209164908
B4GALNT1,0.0010173679995797138
MPPED2,0.0010172994429559878
PCDHA3,0.0010164787835585227
RBMS3,0.0010164716121765357
HPGD,0.0010163265504972052
LDLRAD1,0.0010162964851654502
SLC25A27,0.0010160459179897113
SERPINA11,0.001015901344120746
HSF4,0.0010157105435996843
PHF21B,0.0010155956204814724
TOX3,0.0010155654291727008
GSG1L,0.0010154698389340429
C19orf45,0.0010154206346018983
PTGER2,0.0010152593297958232
ZC4H2,0.0010151490552099554
CCDC74A,0.0010151153404087726
CLEC5A,0.0010148009472831948
C10orf93,0.0010147786296351392
IL17B,0.001014625857793779
TCHH,0.0010144952583748949
RASAL1,0.0010144703322911791
CSPG5,0.0010144579039205502
CD80,0.0010143707056420857
PATL2,0.0010140999579192566
NUF2,0.0010139909734752095
NPM2,0.001013950383409047
TRIM67,0.0010138760050000745
FUT2,0.0010138571627715167
POSTN,0.0010138241792503778
NPNT,0.0010136499615597137
TMPRSS5,0.0010134734141348369
KCNE4,0.0010134435811814254
NCAPG,0.0010131257897894683
GABBR2,0.0010127374950851822
NAT2,0.0010126918885772637
ProSAPiP1,0.0010126774762381292
MMP7,0.001012534430353974
SLC30A8,0.0010124130344186157
MAMDC2,0.0010121802072177387
B3GNT3,0.0010120043023410592
NIPAL4,0.0010111042263316605
SLC1A1,0.0010109994903418438
FOSB,0.0010108813171749867
ACSM3,0.0010107413035269827
C4orf7,0.001010327748200663
KIAA1210,0.0010103079664880788
WFIKKN1,0.0010102366083638496
HBB,0.0010098663108288343
DPP6,0.0010097833931158422
CXCL17,0.0010097020049782105
SYT15,0.0010096668273269593
L1CAM,0.0010095299192059315
CRHBP,0.0010091176137275602
CDH11,0.001008849588789139
GPR174,0.001008830686108987
C21orf128,0.001008721041663168
BST2,0.0010086924372159226
HOXB9,0.0010086867027786816
C6,0.0010085847564023837
HDC,0.0010085254426002166
SH3TC2,0.0010081659198160904
ODAM,0.0010080134033030516
COL9A3,0.001007992066401897
SOCS1,0.0010077831721774701
LAMC2,0.0010076739652062213
WNT6,0.001007126814884766
B4GALNT3,0.0010069393362960631
CIITA,0.0010067468154640361
TMEM189-UBE2V1,0.0010067377892970816
UGT1A6,0.001005929882149164
NAGS,0.0010053456430322665
LMX1A,0.0010050228402079143
ZSCAN1,0.0010048495948983
RGS7,0.0010047722216323034
MLXIPL,0.0010047198421230202
SHISA3,0.0010045134969651314
TH,0.0010045092053382455
DLX6,0.0010044752793231422
PHGDH,0.001004383401904521
IDO1,0.0010043728773770984
SFRS13B,0.0010041928083697688
PCDHA7,0.0010039829088834531
LMOD1,0.001003676107803939
DNASE1L3,0.0010036068643687359
FAM134B,0.00100353271531759
SERPINA6,0.0010034331105189882
POU2AF1,0.0010033486797475326
GABRD,0.0010033485110982256
KIF26A,0.0010033016088369115
PKP1,0.0010032674160072475
KCNH3,0.0010030944907385554
PM20D2,0.0010027748163133133
ETV4,0.0010026445892957585
SH3GL2,0.0010023700667646709
PPFIA4,0.0010023615606275231
SSTR1,0.0010018610422537538
GGT6,0.0010017516448649073
BPIL1,0.0010015089109267528
PDE6B,0.0010014994573715008
ETV7,0.0010012617917356278
RASGRP1,0.0010010633274988598
FZD10,0.001001028864879869
AEBP1,0.0010008947826326182
UGCG,0.0010008882827282407
PLXNB3,0.0010007479902354374
LOC100124692,0.0010006425521188096
HSD11B1,0.0010005407319810269
MET,0.0010002703203978865
SAMD13,0.0009999083268594333
KSR2,0.0009997839964660847
RHOF,0.0009994854786417385
C1orf150,0.0009993683751423374
PTPRN2,0.0009992628510455384
SLC16A12,0.0009992292962094338
NTRK3,0.0009989418331489476
ROS1,0.0009987253189670752
GPR39,0.0009982546970958436
C17orf96,0.0009980839212518492
ABP1,0.0009979309290565218
SPATA18,0.000997921338846355
PNMA3,0.0009975264935521168
C1QTNF3,0.0009974665940613962
C11orf88,0.0009974598468537642
C13orf38,0.0009971454985465773
CXCL5,0.0009971387010864418
POTEC,0.0009969922637801905
SOX2,0.0009968594038475152
GP2,0.0009961505109707897
DCDC1,0.0009961464288338897
SLC16A11,0.0009958360426088812
GPC2,0.0009957617237857856
IGJ,0.0009955309492838183
DUSP5P,0.0009953939269101684
MORN3,0.0009953755881110717
CST4,0.0009951236913262878
SCGN,0.0009948753185253642
ASTL,0.0009946173661065933
MMP1,0.0009946021636982512
PAPSS2,0.0009943798470714348
FAM19A5,0.0009942874236818808
CCDC158,0.0009942128267413056
RCOR2,0.0009938685150491407
TMEM213,0.0009936082802753216
UGT2B11,0.000993414308309563
CDKN2BAS,0.000993391662205075
VSNL1,0.0009933436727717687
DARC,0.0009929904699553225
ACADL,0.0009929625463816667
BMX,0.0009929583344428592
CADM3,0.0009926519039592642
ARNT2,0.0009924866229836325
CCL14,0.0009922044866292545
TDRD6,0.0009921302487605822
MOBKL2B,0.0009920445077145562
HAP1,0.0009919862768419485
KRTAP5-2,0.0009919082211302074
PRSS35,0.00099163543494737
MST1P2,0.0009915648189727714
TMEM108,0.0009914311829760437
ECEL1,0.0009914134854628405
TMPRSS6,0.0009913981397728674
MESP2,0.000991390246732868
NTF4,0.0009911502957008465
LOC284578,0.0009910976811218417
SLC40A1,0.0009910721136714231
ANKRD56,0.000990372347650571
LRRN1,0.000990296441616244
TMTC1,0.0009899524565270212
HPN,0.0009898486001508407
GRIK1,0.0009896505991017336
NAV3,0.0009895901641873669
GALNT3,0.0009894015637159884
SSTR2,0.0009893217966383044
IL18RAP,0.0009892491417605558
TRPV6,0.000988736944217155
GRIK3,0.0009886857350808655
ACTA1,0.0009884361418786803
SORCS2,0.0009883563951938099
XG,0.0009882859424502992
TNXB,0.0009881381460919178
TCEAL5,0.0009878635351720374
TEX14,0.0009877434288314804
NEURL,0.0009877395321344709
STMN2,0.0009877341082213005
NR4A1,0.000987541828039045
KCNB1,0.0009874042314554762
TTC18,0.000987247560272348
EFCAB1,0.0009871813373485516
PSAT1,0.000987144280212012
MKI67,0.0009870507486255064
LY75,0.0009868008288311753
SRMS,0.0009867390760414688
CD52,0.0009866825009674407
ME1,0.0009859720371460175
PDE8B,0.0009859305011704893
SEMA5A,0.0009859290332935682
EN2,0.0009858182893920128
CADM2,0.000985767167541951
UBE2QL1,0.0009855789880866637
PCDHGC4,0.0009852621626762926
FNDC1,0.0009851941236737123
IL2RG,0.0009851521017935738
FBXL7,0.0009848276763963308
TWIST1,0.0009848156326480902
UGT3A2,0.0009846728535074412
CST2,0.000984495372624276
WNK2,0.0009843164294505552
HIST2H2AA3,0.0009843028809193794
KCNA6,0.0009841926512902117
KLHDC9,0.0009839869165855614
ANKRD30A,0.0009839235031865062
CYP26B1,0.0009837724499785199
C11orf70,0.000983656180201188
IGFBP6,0.0009835191115195288
UGT8,0.0009834914910950231
LCN12,0.0009830223970529535
PLA1A,0.0009828439372656008
TMEM52,0.000982813452501811
TGM1,0.0009827592559438535
ADAMTS15,0.0009827270138268475
FOSL1,0.0009824740985242405
ANKRD53,0.000982465893000158
FOLR1,0.0009824521826328377
LOC55908,0.0009824355702665205
TMSB15B,0.0009823306254509766
SLURP1,0.0009819152197628176
TTC25,0.000981758016074726
C6orf138,0.0009816818470001624
SERPINA1,0.0009813241651468413
GUSBP3,0.0009812507824381415
FSTL4,0.0009809006938048192
DLX5,0.0009807615133050815
LGR5,0.000980287305011629
LINGO3,0.0009802163757288756
KY,0.0009802110144354022
EFHB,0.0009800134328707424
TUBA3C,0.0009798894524026183
PFKP,0.000979689718118553
IL12A,0.0009795760711999908
TCERG1L,0.0009795645843566725
LRRC26,0.0009795092780355693
CELSR3,0.0009788850750633551
RDH5,0.0009785336212262876
ECM1,0.0009785180842053858
LRAT,0.0009779564400891141
CXCR2P1,0.0009779154709084045
ZNF204P,0.0009779064054364363
SELL,0.0009775407958358862
SEC14L2,0.0009773943219056175
SLIT3,0.0009770602558939049
RAB38,0.000976794388367984
CHST4,0.0009766521382595606
C1QTNF9,0.0009764457689612982
MST1R,0.0009763360459942305
CSF2RB,0.0009762570136812106
ANO5,0.0009760874628271823
LOC440925,0.0009757187817620484
CLDN19,0.0009751099551466938
FHL2,0.0009748329129253522
VSTM2L,0.0009748075880205913
EPHA8,0.000974790107407644
HRASLS2,0.0009745585231853266
TMEM171,0.0009743952711929182
SCG2,0.0009743594972517952
MRGPRF,0.000974189910575597
C19orf36,0.0009736065362435258
LRRC10B,0.0009735413925614328
IGF2BP2,0.0009735200907783792
SIGLEC15,0.0009733095259377539
IL1R2,0.0009731400660981314
PDE1C,0.0009729814563210463
