Gene,MeanAbsSHAP
NTRK2,0.0012070397880851007
E2F2,0.0012068996124494585
EEF1A2,0.0012068878195183035
GOLGA8B,0.0012068657024763576
ADAM6,0.0012059458545523741
LYPD1,0.0012056416231085146
TTC39A,0.001205498785261325
MDFI,0.001205211456030813
FGFR2,0.0012052108468895027
RGS20,0.0012051280608192075
APCDD1,0.0012048584103198658
CDCA7,0.0012045853951890074
UMOD,0.0012045053751094672
FAM198A,0.0012043567370281177
SCN2A,0.0012034361243394977
SP6,0.00120295460511607
LMOD3,0.0012024956688062756
MELK,0.0012024145333106794
KLHL31,0.0012019872086221363
AKR1B10,0.0012018354064382366
C8orf46,0.0012014744350383447
ADCY10,0.0012013701509248323
METRN,0.001201266276080896
CXCL1,0.001199355308268145
PCDHGA8,0.0011987845876461733
ARHGEF38,0.0011983195256400829
FLJ12825,0.001198095510146915
CAPSL,0.0011979576986930567
RAI2,0.001197807738494008
CHI3L2,0.0011974478273834737
LOC92973,0.00119638128491262
PLK1,0.0011963742756175104
MAP1LC3C,0.001195714638921667
NDRG1,0.0011955914810816222
FLJ46111,0.0011954207999685371
CA6,0.0011951094961619427
RORB,0.0011945999173938225
GAL3ST1,0.0011942347937614764
MXRA8,0.0011939832513703527
SHANK1,0.0011935489323238674
LAMA3,0.0011934701675234767
LAD1,0.0011930392320832557
CLSTN2,0.0011928064761217094
SFRP5,0.0011927370327697417
LONRF3,0.0011926529362393504
KCNMA1,0.0011925279665511033
MYT1,0.001192320900835379
TCF15,0.0011918831160905876
CNGA1,0.0011913862146641523
VSTM2A,0.0011912948169672355
C8orf84,0.0011910766769634368
AADAT,0.0011902000269575158
GJB3,0.0011900150116890668
MAT1A,0.0011894935573934617
EPHB1,0.0011893887453371438
FOXA3,0.0011893549664287227
EHF,0.001189158888215363
CCBP2,0.001188432149221007
CDCA3,0.0011882080452229123
STXBP5L,0.0011872987116648107
EGR1,0.0011870196387013562
SNTN,0.0011859162884957264
LEP,0.0011855828919125758
HPD,0.0011850642982393664
DOK7,0.0011843513223583457
KIF20A,0.0011839153885577819
RGS6,0.0011839136572160353
RIPK4,0.0011832314225140787
ZNF695,0.0011829811002396834
C1orf21,0.0011823812228774007
PNLIPRP2,0.001182149540602495
TMEM150B,0.0011819280870146423
DCHS2,0.0011817828320246804
CRTAC1,0.001181734927116867
GRAMD2,0.00118167166106673
CCDC154,0.001181451341775149
POU5F1,0.001181393567805047
CYP27C1,0.0011808017639920207
DKKL1,0.0011801317191384442
KRT20,0.0011798974418992555
FADS1,0.0011798846114642301
GALNTL2,0.001179508060093642
ZIC4,0.00117920558201187
DNAH11,0.001178246129395196
ABCC6P2,0.0011780790865020979
SLC15A2,0.001177936998646049
TESC,0.0011774834872094668
IL20,0.0011774288157220603
PID1,0.001177106562328984
TNFRSF13B,0.0011768206869873133
CEACAM21,0.001176657540454092
SLC7A8,0.0011759185827401098
GPR158,0.001175901798440372
GCOM1,0.0011753896326718108
CAMKV,0.0011753694149210976
MOGAT2,0.0011753536103027626
PRR4,0.0011751524685424878
LOC440461,0.0011745434387633855
SYP,0.0011743097210256792
NKX2-8,0.0011733818130847259
BPI,0.0011722625109848019
ABCA10,0.0011719741505961186
CCL2,0.001171487319037507
CA13,0.0011713659981609226
TDRD10,0.0011704715694406786
RSPO3,0.0011693624174397184
TEKT3,0.0011691719075055099
RBM11,0.0011685483704633429
GPR160,0.0011683613809143228
LMX1B,0.001167702936456452
C1orf51,0.0011676466019192983
LOC150622,0.0011674507686690403
BEST3,0.001167381374074989
RTBDN,0.0011673155161855359
MCCD1,0.0011672947341891257
FN1,0.0011670397420040501
RHBDL3,0.0011669921566228444
PRSS21,0.0011669903498312934
PCDHA12,0.0011666347348473888
ATHL1,0.0011665484563148235
RAMP1,0.0011658955782655608
SAA4,0.0011653486068486213
TMEM45A,0.0011650469549359679
MYL7,0.001165042334416613
FAM167A,0.0011639694144048147
ADORA1,0.0011638985963383815
GNAL,0.0011638747918791775
ITPR1,0.001163767549722176
GLRB,0.0011636430821896384
SEPT3,0.0011636412555442158
UCN,0.001163017816787399
C8orf86,0.0011626427694033559
COL9A1,0.0011620246704166564
ZDHHC8P1,0.0011615035389619759
KIF18A,0.0011613971296872212
GYLTL1B,0.0011612292730767927
AGAP11,0.0011608787379232567
NPR3,0.0011605444940401969
UBASH3B,0.0011604420169247318
WASF3,0.0011603870381697511
ALB,0.0011600824088219448
PTPRT,0.0011600270959424583
GPR98,0.0011594771435726318
C14orf132,0.0011593890183197637
DQX1,0.0011587698519861078
KRT7,0.0011582016857333757
STEAP4,0.0011579834766231379
