Gene,Variance
CHIT1,7.405768768874873
TF,7.397452731174491
C16orf89,7.391553482226107
SLPI,7.380821480841236
SAA2,7.374757645342535
HOTAIR,7.367095377079308
BCAS1,7.364165487295715
TUBA3D,7.358746500075038
FAM196A,7.3474792695883515
GPR98,7.344547820676746
SPDYC,7.339069424268684
TMPRSS6,7.332835527308343
PLIN4,7.330439290329807
DSG1,7.321990729420578
ROPN1B,7.295150450596943
GLDC,7.27776205305375
ARHGAP36,7.267923798020145
FSIP1,7.217306318355905
GRB14,7.2172172890210655
CST4,7.212703405677525
HBA1,7.206202983186998
HEPACAM2,7.202224824177856
ALOX15B,7.199852658087913
MS4A1,7.194905586292852
FLJ45983,7.194567422756902
MARCO,7.187840957077078
HOXC11,7.17197794366946
TPRG1,7.165063715653234
ART3,7.161356837032559
LOC100271831,7.161159948063196
ANXA8L2,7.157394796239733
PCSK1N,7.15052203578023
SAA1,7.140130575667194
PPP4R4,7.134094575667461
SLC13A2,7.130601872733769
NAT1,7.1291774410054565
THRSP,7.127550766079144
MMP13,7.1210785519951525
CYP2A7,7.102690507738283
MMP12,7.098715692692771
LRG1,7.062001856890075
CYP4X1,7.055157116537641
NDP,7.034411930914367
PNMT,7.031381883736299
AKR7A3,7.011259874651207
PSCA,7.007017749337456
IGDCC3,7.004861843682395
DARC,7.00352122935196
RGS22,7.003432911857124
FOXA1,7.00273604565439
IGJ,6.996195186080053
C2CD4A,6.972691021019552
ZIC2,6.9607956112703455
GABRB3,6.959022173271887
PCK1,6.948000198027563
TRPV6,6.93968107771825
PAX7,6.936573613074942
KRT23,6.923138817184501
RBM24,6.918527192316323
ONECUT2,6.905109120682889
KRT6C,6.894688639279434
ATRNL1,6.893947106968294
GJB1,6.8906243915765035
UGT2B15,6.874342984426404
GPR26,6.873837762610031
PI15,6.860865291469463
C19orf33,6.85532817756908
C1orf173,6.852115721275089
COL11A1,6.844949178949281
KRT13,6.832893197310486
PRODH,6.821728455768308
GRIK3,6.820110814775703
