Gene,Variance
ZG16B,4.108630676212556
MUC1,4.1073766982981015
KREMEN2,4.106828366073001
UPK3A,4.104670148986151
VGF,4.103665443909228
MLC1,4.101889933095662
DNAH5,4.100032263433812
CYP21A2,4.098756236393769
CXorf49B,4.092504721376808
ZPLD1,4.091632712805879
TNMD,4.089200241762385
SNCG,4.088333884864328
MAP7D2,4.088030948844299
CDCA7,4.086654076848382
GPC3,4.084936731512542
CDH3,4.0824441702784
MAOA,4.079946109030792
PRSS33,4.07763355590097
OBP2A,4.073395070174728
TFCP2L1,4.071085894472105
CELF5,4.069930997989136
LYPD6B,4.068948199293916
KIAA0319,4.0667097035984545
EPHA7,4.060732386286157
TNNT2,4.057942485256099
CCL13,4.057781181533373
MCCD1,4.05675722812198
GATA3,4.055167310376185
DPP10,4.04994795936337
PTGER3,4.048248230603002
C9orf122,4.046935683975541
NGFR,4.043939925481636
ENHO,4.042632759646579
CNTNAP3,4.04134646346732
C1orf186,4.038939163245308
CSMD1,4.038291980237445
CADM2,4.0376982351622
HSPB8,4.036730376344341
C21orf88,4.034380666127396
UCA1,4.034334377785949
MMP9,4.034329178842316
FCRLA,4.034306658953458
INA,4.031368275911159
SNAP25,4.031235358703189
CRLF1,4.030293924400151
CD207,4.028917999684264
HES2,4.028449531832591
ANXA9,4.0247711943633115
KRT83,4.023913612160243
FZD9,4.023852173838177
TMEM26,4.023092117220966
MFSD6L,4.020348199487616
LOC284379,4.019016985972659
C6orf97,4.004654355910764
PEX5L,4.004475532093483
TPSAB1,4.002909337009852
PIP5K1B,4.000680440653011
SLC38A3,4.000071155806225
C4orf19,3.9948786274955213
GTF2H2B,3.99118213446187
XIRP1,3.986404217138675
HIF3A,3.9849368061949235
BARX2,3.984609256805719
ZNF98,3.9833464504232263
THPO,3.97355300730357
CNNM1,3.9707264655972043
KLK3,3.965976713146473
CBS,3.9630209091786455
HABP2,3.962294681551218
NWD1,3.9615063101852415
CCKBR,3.9604742790874043
TMC3,3.960019480362711
CPNE7,3.9556320855822977
CYP39A1,3.955423286522038
DUSP15,3.955399642436517
GLYAT,3.9507001114462983
XIST,3.9430617678258884
PCP4,3.942799671454176
CNTD2,3.9416537613400258
LIN28A,3.9363741961397354
PADI2,3.93392697860886
IL8,3.9333815004732284
PTPRN,3.9309001572422355
TEX14,3.9288849194837403
CACNA2D2,3.9280608769088485
RLTPR,3.927029827622285
LOC284233,3.9244615081928584
LUZP2,3.924080552178644
ESRRG,3.9219065163667013
PAX5,3.9211914033428092
FAM25A,3.919745251581244
NRIP3,3.9195478871024276
OPRK1,3.9186026584664515
PDZRN4,3.9181840756682065
PTHLH,3.917884582977656
AMZ1,3.9127348443908407
HS3ST4,3.9086686846268903
RSPO1,3.9069954158271902
C3orf15,3.9056102548314526
ELFN2,3.902676025857764
ZIC4,3.90155080610187
MGP,3.900095944888297
DMRTA1,3.899391385148539
KCNC1,3.8973996578604098
SLC1A6,3.8967423939075743
THSD4,3.896255431249542
IL22RA2,3.8955913458940286
GALNT5,3.8951999985505075
OCA2,3.8947519273428304
FAM189A2,3.892453459838277
HBB,3.892438796639037
ZIC5,3.888707699563936
LOC440925,3.88744832448776
JSRP1,3.8872888582286547
KCNS1,3.8865706167291303
OMD,3.886314567370481
MS4A2,3.8833591501802087
SPHKAP,3.883095917516606
PCP2,3.8813624504783735
NRG1,3.880450726597378
ZNHIT2,3.879671398314049
ADRB1,3.878420480140545
CYP4F3,3.8769753848078183
LRRIQ1,3.876973800892507
ALDH3A1,3.8754146317606786
SLC26A9,3.87448798454966
WIT1,3.8743119671963626
ADH1A,3.8727507895446283
PPAPDC1A,3.871452549000148
FAM81B,3.870968851259915
SLC7A3,3.8703232102219705
GDF5,3.8585311604642594
KIF5A,3.8568936163453897
IGF2BP2,3.853688929493731
F2RL2,3.8533210627361787
GDF10,3.852691493282776
TMPRSS2,3.8508162524214464
CNR1,3.850687626278124
FREM1,3.850029793352256
CCDC108,3.8472983567112133
DDC,3.845470354122136
GALNT13,3.845460204683997
CFD,3.844860391828845
PTN,3.8439308093139903
EN2,3.8423975468924776
SYCE1,3.842294630612446
SLC40A1,3.8389038052041062
MGAT5B,3.8383192265948813
TMSB15A,3.837994655647752
ZNF238,3.8327793730117956
COL9A1,3.8305546247475735
GRIK4,3.827660639440282
WNT11,3.825720822848515
SCG3,3.823847516091376
C19orf51,3.823545636346855
FAM150B,3.822402269930556
FAM178B,3.819282830930498
KLHL1,3.8187920370538735
SGCG,3.815475688120501
CEACAM7,3.815034363226255
SLC4A8,3.814768834989878
GUCY1B2,3.8131974106796394
CXCL10,3.8110009711935358
ODAM,3.8105049412231504
DEFB132,3.8104265416419354
C5orf46,3.8092476959268233
CSMD3,3.8085901795613863
IRX6,3.807036628045298
FGFBP2,3.803484822495153
TUBBP5,3.8026018003375617
C10orf90,3.79936834720272
SCN2A,3.7989335542990896
SCN2B,3.7988909093459564
APOF,3.7965089562179237
C8orf47,3.7962169061415576
CSAG1,3.7948414462975224
ARMC4,3.792331336223093
GALNT14,3.7909983857068443
EDN2,3.7897247296691843
C1QL2,3.788766716941413
RSPO4,3.787460043430718
SLAIN1,3.7860523698100863
LOC84856,3.7848914859372735
IP6K3,3.78398143096157
SLC8A2,3.7822433771542276
NLGN4X,3.778507377587323
NCAN,3.77845881507668
HIST3H2A,3.7769510172588494
C11orf92,3.7765536297241664
CNTN4,3.7743794528016394
GBP5,3.772637857162393
ANGPTL7,3.7721434490472863
ABCA9,3.771552361963949
BANK1,3.7714467598546944
SHROOM1,3.7709477013547303
MFAP4,3.76853609731788
FCRLB,3.76829106410951
ERAP2,3.7668665608000755
SIX2,3.7667410472994045
PAX9,3.7654820154649484
ANK1,3.7639354067485478
HRASLS2,3.763690770186899
SLURP1,3.7618352779228426
KCNQ5,3.761517435277073
SOX6,3.7614988161226277
PCDP1,3.7599224578899606
CACNA1B,3.7595251884092735
ST6GALNAC1,3.7578995031522715
ITIH2,3.757763233163899
IGFL2,3.757485633910634
FBLL1,3.757281676555942
TTC22,3.754210730132962
PENK,3.753656063871417
PPP1R3C,3.752758475053854
CDHR3,3.750542857601255
C2orf14,3.7499154835427917
PNLDC1,3.7494850956733945
GJB2,3.747699325320453
ACY3,3.7476281065557533
BNC1,3.7463076107844326
PTCHD2,3.7440080561902986
PNMA3,3.7431864250327154
GNMT,3.7393119626027316
G0S2,3.7378893155208335
HNF4G,3.7372305227838387
CLDN6,3.7370804616982234
GFAP,3.7362908926384506
P2RX2,3.7298887260304516
CCL7,3.7285117048212695
DOC2A,3.7247554094882913
MMP11,3.7234218879632697
GPR81,3.7222664690257394
DNAI1,3.7213950296697678
AZU1,3.720810837938819
C4BPB,3.71745061125986
BNIPL,3.714407837558878
LGALS2,3.714167881751516
ENPP3,3.711749026900518
KIAA1199,3.711506327123285
LOC654433,3.7107041740831495
LCT,3.708480351445377
MYRIP,3.707970449465643
FAM38B,3.705121164579113
LRRC15,3.7046909575893054
CD1C,3.7017850472130385
DRD2,3.701186912712509
C6orf127,3.6976034458168483
IGSF9B,3.696786244323176
CHRD,3.695408953886869
MEGF10,3.6950527086512337
KIT,3.691979103294369
RGL3,3.691385100194808
DLL3,3.6905638432746897
UMODL1,3.689626774961981
NPR3,3.689289997470911
TCL1B,3.6888308260501232
LOC283392,3.6884416643696065
FAM181B,3.687138558096835
LAMA3,3.684485735961561
GALNT3,3.684296292881377
IRF4,3.6835065317642215
FADS2,3.6827005289547343
LOC220594,3.681888030432228
PSG4,3.6740027979312675
C10orf93,3.673673262579866
WISP2,3.671579133342725
LOC400696,3.6715645392914817
ZNF676,3.671542381945233
FCGBP,3.671397265946034
MLXIPL,3.670770318785864
CD1E,3.669133138204861
C6orf126,3.6652549644088745
CCDC74A,3.6617065940085767
IKZF3,3.661187596425627
NPC1L1,3.6610628494213473
PREX2,3.6604772955316682
PCDHA3,3.659972945322136
NRG2,3.6592529355658776
TPRXL,3.658216578992122
ANXA3,3.655128388403274
FCN1,3.6537576886440553
ST8SIA2,3.652322563189233
UGT3A2,3.6522940110713638
FAM107A,3.6508543144027787
SEMA3B,3.65076300413531
SERPINB3,3.6505256313758765
LOC90246,3.646613013361733
MYL7,3.646053110118231
DLX3,3.6439701858952045
CTAG1B,3.6429388941391596
MPV17L,3.6424961644362104
SYNM,3.6422787894066593
TRIM17,3.641758935057666
ELN,3.6393373688528987
STAC,3.6383319706825272
ADAM33,3.636557481990297
FSTL4,3.6365424244835873
HOXB6,3.6361816664162308
FAM196B,3.634873616288184
TMEM100,3.6345212371367954
SVOPL,3.633188733784725
PCDHA5,3.629246899790681
CXADR,3.6290617578448683
NXPH4,3.6281941887855154
NTN4,3.6274511233974236
SLC1A2,3.6270926717236422
ID4,3.6263256242497
FOXC1,3.6257246103302245
DNASE1L3,3.6238607988300022
SIGLEC15,3.6210131947032727
RGN,3.619930610158307
AMH,3.6177081038178187
EXTL1,3.6164206822896903
TIGIT,3.6158490222795274
HEPACAM,3.613232491584134
RPS6KA6,3.6130740239954746
SLC6A17,3.6100576899777725
PDZK1P1,3.606328749241743
IGFL1,3.605726621965253
CCDC74B,3.6048437420256656
PAX1,3.603158019336461
MUC4,3.6021544414222584
ST6GALNAC5,3.602024827004144
ASPN,3.6013843837707813
JAKMIP1,3.6004225090785766
SIM1,3.5983503960925245
MME,3.5944843627026524
FAM57B,3.5938382204810653
ADRA2C,3.5926728798851655
SH3GL2,3.5923666813145423
GDPD2,3.590704972989001
GABRA3,3.587478157653559
ABI3BP,3.5814621329874496
D4S234E,3.5794877424864335
ABCC6,3.5773096579520374
GPAT2,3.577283511992936
LAMP3,3.575210095794864
FMO5,3.5743806564849447
NEFH,3.5709466003643784
ANGPTL4,3.5657563048312664
IGSF10,3.563977852372143
GAL3ST2,3.562864214115235
RAMP1,3.5612122414822034
FCER1A,3.5607869182945233
SPRR1B,3.5594986435074256
PCDHGB4,3.5552838927478594
KMO,3.5538579988436423
HIST1H3H,3.5520265290675823
RASSF6,3.551821941633704
CCDC78,3.5516848846035924
NOL4,3.549884236618453
CA6,3.5497295462678866
SLC24A2,3.5486071994658666
ZSCAN1,3.5485640252484942
SFRP4,3.5470040956492017
ATP2B2,3.546287599399556
SEMA3D,3.546234322379698
RASEF,3.5444877236876375
ZNF208,3.543646081071382
PTGFR,3.5405769531017044
KCNK5,3.5403703938915614
TRPM8,3.540352936668781
ESPN,3.5398010792051275
SEZ6,3.5397806434953103
REEP1,3.5379574169779224
CHRM3,3.537261807403467
PLA2G4F,3.528929733260652
HPDL,3.5285843182785994
LAD1,3.5273857518444514
ASTN1,3.5262963371276292
TDO2,3.5249449692380797
COL7A1,3.524809603168653
CACNA1D,3.5240798618937776
C4orf31,3.5216389508308414
ASPHD1,3.521289379147524
DUSP13,3.5205683072837233
HSPB6,3.5191205597531816
FBN2,3.518654405906357
ADAMTS8,3.518011569544366
SERPINA1,3.517867228224881
C10orf116,3.5148393507418136
ETV4,3.514147656456378
KCNH8,3.5115882859330685
MYO18B,3.5113495926584717
MRAP2,3.5102440560670387
CHST4,3.5088034077438834
C8orf46,3.504370361278267
FCRL1,3.503946671104807
SELE,3.503776678243859
LHFPL5,3.5036821037566273
PPARGC1A,3.503171018971991
KANK4,3.5029335205927303
RBM20,3.5029157242147915
C1QL4,3.500293625085528
NRCAM,3.499741936610316
C6orf176,3.4996482930535615
SPEF1,3.4974924765942186
TUBA3C,3.4953284147207118
DCLK1,3.4944149018113353
FCRL2,3.494205818356908
BCL2L14,3.4935346890025616
KCNIP2,3.4932563083057806
DIRAS3,3.492683408302034
APLP1,3.4913880066151584
CNGA1,3.4903029133062997
LOC283174,3.4900006311948233
BCHE,3.4898804656945113
HIST1H3D,3.4898261846456546
SGPP2,3.4885091445670935
TRAT1,3.487141857287612
DUOXA1,3.4868148485910284
HAS1,3.4854202413770548
NPTX1,3.4851227228410147
BAMBI,3.4840093834762564
IRX2,3.483918358562425
ZBED2,3.4832387412729524
CCDC48,3.4806343662819033
CA2,3.4798883639197498
GPR77,3.4791280630961574
CITED4,3.4782948960439244
CDO1,3.4779652620087864
ACVR1C,3.476634501740672
NETO1,3.4761937431584644
RPL9,3.4741217598718572
CACNA1F,3.4731945412946734
CR1,3.472578232338747
PDE8B,3.4716777238063856
TMEM63C,3.468991664215445
LRRC50,3.468975397165542
TMEM215,3.468849695319827
EPHX4,3.467937809988755
SH2D1A,3.467388145903742
RHBDL3,3.466602302932684
SEZ6L2,3.46283577607844
RGS9,3.462830650433739
LOC284276,3.46238084839846
SIRPG,3.459466320056736
DPT,3.458658098643775
DPYSL4,3.4583125006611635
TDRD5,3.457630244570932
GPR126,3.4565499678552962
XKR9,3.4532291266325377
LPL,3.450917274846428
CD3G,3.4500128469558384
ARHGDIG,3.4492822534946503
NEU4,3.448353396822328
HIST1H2BG,3.4462671476210294
ICOS,3.444601839052789
KCNE1,3.443749439089845
LOC645323,3.4435817290095616
PCDH11X,3.4423019650361875
PRSS50,3.4403216474754217
SDR42E1,3.4386998211889774
MSX2,3.435881333377551
C8orf79,3.4351699564597826
SLC6A2,3.434737264714608
APCDD1L,3.4268828671464835
PCDHGA10,3.4237430852666524
HIST1H2AE,3.420627141850127
CNTN3,3.4205328461331668
RASGRF1,3.4202041453024474
HR,3.4131137190271996
DIO3,3.412685698417577
BICC1,3.4106379593403893
CXCR5,3.4101494401399037
FOXD3,3.4090115022972283
FLJ40330,3.408307302093067
NEFL,3.4080089633805195
KRT1,3.4078891877460618
C1orf230,3.4066984378183327
ANPEP,3.4063186986152716
AQP7P1,3.4028048180000487
SAA4,3.401793053339728
FFAR2,3.4001853862458398
IL19,3.3999637012046984
RYR1,3.399552996494822
TPH1,3.3979588272517143
SULT2B1,3.3973143067200398
C2orf65,3.3956937599688954
EYA4,3.3956369308015804
GPR115,3.3942675269518747
S100G,3.392680955521872
CEL,3.390336712414391
VSNL1,3.3903218877987893
SCNN1A,3.386670418382625
PRR11,3.3838382901875748
CCDC144B,3.3815415811251595
ESYT3,3.381218366537894
ITK,3.3799541668461828
DPY19L2P1,3.3790364642675152
MAMDC2,3.376770695196373
HBA2,3.3763996017880262
CACNA1I,3.3763733832320852
ZNF492,3.3744775004442853
CLIC3,3.3743494967505003
ABAT,3.373785090556191
LPHN3,3.373410619674687
DNAH3,3.3716716474428337
SYT17,3.371360851652213
MSL3L2,3.3703291294928213
SSTR2,3.3702785622611815
DLX6,3.3691195861028262
RASGEF1C,3.368842369028416
CELF3,3.3679003034762807
CASQ1,3.366736357458966
AIM2,3.3666573586073243
CCL20,3.3663968043053933
EGR3,3.366389777357706
SLC18A2,3.3659145671535495
PDK4,3.36470942251697
CDKL2,3.364324155551696
PAK7,3.363838320855241
RBP1,3.3616038319618444
LAX1,3.3612741164261157
EFCAB1,3.360576818260596
SH3RF2,3.357871310106075
RCOR2,3.3576413838981183
VTN,3.357475983197386
DYDC2,3.3553134963840843
VWA5B2,3.353753507785678
CATSPERB,3.353152420336861
MAST1,3.3505195776506
TFR2,3.348981895360996
EPO,3.3489290765242177
MAGEA9B,3.348834642704718
C5orf38,3.348509381792812
DSCAML1,3.3468517495036267
ZBP1,3.346512683763867
UBXN10,3.3458181274368335
KY,3.345331946541922
PTH2R,3.3425806322064013
SDPR,3.3421805096381956
DNAJC22,3.341085215259605
CD3D,3.3400995129541107
C1QTNF7,3.3397850511948706
FCN2,3.3393918708815193
HOXB2,3.339291458415853
UNC13A,3.3385896157921415
HLF,3.335808584048084
SLCO1A2,3.334515039525583
POU4F1,3.3337266695831893
IL17B,3.333324250938234
LOC441666,3.3327833783970906
LOC121838,3.3295987559484153
IQCA1,3.328949403684233
TEKT2,3.328620057616974
KIF5C,3.328386533567746
ZAP70,3.3275929687959933
CCDC160,3.327145183754344
CLDN1,3.3255507706888174
XK,3.3233624695501285
COL14A1,3.322128981157167
ISG15,3.3207046345883167
TH,3.3203572433132273
OXTR,3.319283004661811
KLHL13,3.3186904617664794
ELAVL2,3.318575869565136
EOMES,3.3160155530253905
PRSS1,3.315089941147736
BCAN,3.313606723113464
GNLY,3.311608368195237
KCNB1,3.30855939276259
IGF1,3.3044203619573453
DACT2,3.301940621721127
CD3E,3.298622748319999
C10orf107,3.297337765779929
TAC1,3.295033175090971
GREM2,3.294161108378064
TBC1D3C,3.293750537999145
GSTM2,3.2930226341841458
ASCL2,3.291230873538653
ALDH1A2,3.290518983434169
HEPN1,3.290059591321034
KCTD14,3.289360124304905
RGS11,3.2885387958660948
SIDT1,3.2874579758584543
RGS6,3.2861072808933773
GRIK1,3.2847227879030356
SLITRK1,3.2836939181606173
KYNU,3.282093701429209
ATP8A2,3.2775874453923035
DUOX1,3.276051472079397
RLN2,3.275426963700437
FAM19A3,3.2700702205901355
TM4SF19,3.2692969525034474
ZFR2,3.268084303230609
CBX2,3.2670809651816213
FOS,3.2646139392638935
PCDH19,3.261895875877472
AOX1,3.261742744637579
NEUROG2,3.260650061880627
TMEM90B,3.2605705343975617
SCN1A,3.26023926800436
PCDH8,3.2596060654455954
CLEC4E,3.2595910535518584
RDH16,3.2588334972471382
ANKRD1,3.2584371718594727
LAMB3,3.257268836609951
LCN12,3.2558646548967007
B4GALNT3,3.2554470388670826
KERA,3.2543881340788587
ADAM32,3.253428706618193
PDE1C,3.2530243856693724
VANGL2,3.252531174441235
CYP27C1,3.2508920425372643
STON1-GTF2A1L,3.250137056380676
ZNF831,3.249944684623948
EFNA5,3.248231548366963
SPP1,3.248148358871279
MYCN,3.2470817486661163
COX6B2,3.246917979289206
NPFFR2,3.2462457475418685
PALM3,3.2462314584852794
PRND,3.2450608473952807
TNFRSF11B,3.2440446023866243
LIPE,3.242538182509737
TNFRSF13B,3.2413918702869298
FAM177B,3.2393734528299167
CDHR4,3.238705844445358
BAI1,3.238042805946772
MYBL2,3.2378444163135676
NLRP7,3.237840347911575
FAM101A,3.2364658822536185
ULBP1,3.2350957821370323
PPM1E,3.2346165014052963
ERP27,3.231590413399214
PCSK9,3.2304046946391454
KRT79,3.23020322067173
ITGB8,3.2301208750719543
TRIM36,3.22906899390276
MYO3A,3.228115639178336
GSTM3,3.228014610194043
PLAC8,3.227619653487047
PKIA,3.224897658328009
TNXB,3.224549433914711
ABCA10,3.2241266395627948
DNASE2B,3.2232236076337935
CASQ2,3.2214815718921472
UPK3BL,3.219119469089855
HIST1H4H,3.217399307131548
TBC1D9,3.2165184706572996
TMED7-TICAM2,3.216020508423716
NKX3-1,3.215476392813519
FBXL16,3.2141098118580693
SCIN,3.211911980250875
C2CD4B,3.207432938819379
LHX2,3.207003801923051
LALBA,3.2065232943684605
LY9,3.2035020774180536
RNF182,3.202894675366316
ATP10B,3.196578635988433
NAT8L,3.195811200956417
CTSW,3.195621130453375
KLRB1,3.1950123219839575
SLAMF6,3.194848278943996
CFTR,3.1944048215131153
PNMAL1,3.194018460892704
RNF128,3.193354556665787
NLGN1,3.192041415652108
PLAC1,3.190840288356111
ENTPD3,3.189763064079116
SIM2,3.1889750832518096
SYT4,3.188626686377375
SPRR1A,3.1884137482034594
MAPK8IP2,3.1872035010382915
MUC20,3.1871182170189445
WFDC6,3.186421145442875
SLC15A2,3.186405700021582
FBXO2,3.1857102629160265
AMPH,3.1843715851375367
TCEAL2,3.183139793273156
GZMM,3.1825815988388437
FOXQ1,3.1812446787639694
CRIP1,3.1805615056071717
FCGR3B,3.1793460758198786
POPDC3,3.176780827348969
EGFL6,3.176624892591972
LOC284578,3.1760103291172572
LRRC10B,3.175038428449473
CCDC68,3.1741193981313525
PYHIN1,3.173282827970929
NPNT,3.1720921717632455
GPIHBP1,3.171754660224511
IFI6,3.171417153646576
DNAH2,3.1703099389854463
LRRC4C,3.170078773353892
PLEKHB1,3.1683265050072142
BMPER,3.1654328827122726
GCNT3,3.1653561954274227
FAM155A,3.1643398479375247
NIPAL1,3.163978043726714
CD27,3.163199703202533
C5orf23,3.1630489918924356
C6orf155,3.162475354635443
PKHD1,3.16239233398761
BAI2,3.16227831057415
ITGA8,3.1617479499001675
CORIN,3.158755887312002
GRHL3,3.157367127666321
CD24,3.1559140823770604
CNGA3,3.155137848501653
NNAT,3.1551239146269157
LPPR1,3.154952680137737
CTTNBP2,3.1514163737219536
C8orf4,3.1511811638105485
MPPED1,3.1511312293594105
SLC22A3,3.1507530244577984
IFI27,3.150251813753607
MDFI,3.149901952849804
NRXN3,3.149485937341823
TEKT1,3.143819481999296
TMEM108,3.143133268697725
NMNAT2,3.1430443518388484
CMA1,3.1422832954430864
C20orf103,3.141376459827054
SULT1C2,3.1409946799396034
DSCR6,3.1407591977122005
RAB39B,3.1395891479122895
RPS27,3.138466019176573
MAL,3.138440432191707
ROPN1L,3.138096403864355
LOC162632,3.137742191923724
CD8B,3.1376054739974553
LOC613037,3.135826293654023
RND2,3.1350284020035093
SLC39A6,3.1346604964152314
GDPD3,3.1346053121439525
ABO,3.1330426051230633
APOB,3.132466246064505
KIF19,3.1321322516972305
SYCE1L,3.131192782000254
AKR1E2,3.12990732095972
NAV3,3.1292502234988153
CD96,3.1291403718425896
NCAM1,3.1286298204913194
AIM1L,3.1274850995337244
CCDC158,3.126200069332947
GALNTL1,3.12538922642782
RRAD,3.125280746777888
MYOC,3.1238361740670455
UBASH3A,3.123652245961711
TMEM105,3.1230766324549704
CDKL5,3.122974764355619
CDH2,3.1221118872461138
FGA,3.1217676758448643
YBX2,3.121712946155975
CTNNA2,3.1214782684418223
GATA2,3.1212791267207916
METRN,3.120600636894604
C17orf93,3.120371457169506
IL1R2,3.1201074128550275
PLCH2,3.1173125517445848
SLAMF1,3.116657779110673
LOC154822,3.1165118201462687
UGT2B7,3.1153918951367863
ARHGEF38,3.1153510465680925
KBTBD12,3.113750714084271
RGMA,3.1128740697618213
CTLA4,3.1108646816940424
DIRAS2,3.1102257971604503
NAP1L2,3.109532432512104
PGBD5,3.108607504411115
CCL17,3.106767018838246
CCR7,3.105773963746908
PRSS3,3.105149613861677
CCL8,3.103340666760153
TRIM55,3.101495873603457
SERPINB4,3.1004735462332342
PDCD1,3.100431108247394
DMRTC1B,3.099580789352189
APOBEC3B,3.095982147674361
PCDHB8,3.0959478813019783
TGFBR3,3.0945254992648303
KCNN4,3.0936081598855756
GREM1,3.0933352298415566
ACAN,3.092361477880447
C5orf20,3.0921036560031294
P2RY10,3.091007844672271
ATP6V0D2,3.089135180053857
GNAO1,3.0889172117112818
CLCA4,3.088310980719064
RUFY4,3.0882403327928283
ARTN,3.0875798909870382
AGXT2L1,3.0812173660330724
ZNF334,3.079743346073735
CD5,3.078604405017128
SLC16A11,3.0783044506562747
NEK5,3.0761522939784354
GSTT2,3.0752350160472415
FGF2,3.075105089601997
KCNC3,3.0738136255569746
ITPKA,3.0710876187170557
PCDHGA2,3.0697817404583603
PRIMA1,3.0685262465493555
ZNF486,3.0684755967490647
SRMS,3.0683625904450773
SYT12,3.0679252283670206
KCNA1,3.064604377093755
CSAG2,3.064346972185814
DDX43,3.0642577607457806
ICAM5,3.063154024382122
BTLA,3.0626705235392238
CNTN2,3.061388983184886
CD164L2,3.0610674490237755
LOC643719,3.0609430266332747
GPR64,3.060470364556154
KIRREL2,3.0602860552335263
IL2RA,3.0597636869010816
KCNQ4,3.0597050926940983
TFDP3,3.0581032850436074
CBLC,3.058063411400303
DOC2B,3.05782116879013
C14orf53,3.056541533410206
CCDC151,3.054995450567635
INPP5J,3.0536542871762697
GLP1R,3.0523612923614194
GRIN2A,3.052181728952602
DUSP4,3.050770350391637
PCDH9,3.050625809381652
MARCH11,3.049793968219158
LIPG,3.049331724440932
C14orf50,3.048206339023732
SESN3,3.0480583336266647
OLFM1,3.0479628326557835
MAPK10,3.0478444480646485
MATK,3.0473960066517636
LRRC17,3.046473512247288
SEC14L2,3.0462318117498244
CSDC2,3.046087058362717
MASP1,3.0457673649016788
FER1L4,3.045137513379111
CCR4,3.044012511551677
FSD1,3.0436834468594585
C15orf59,3.041913739926911
WNT4,3.0418940672652544
THSD7B,3.0415371202589667
LOC338651,3.0399350493022075
CDKN2A,3.0394650459550343
IGF2,3.0391923009383377
PCDHB2,3.038251755915791
NKX6-1,3.037798592380464
THEMIS,3.035880342095622
HLA-DOB,3.0340866573302434
PLAC9,3.031231425854391
NTF3,3.031065271295084
ZNF683,3.029776796505508
ABCA6,3.0277833109284336
CCBP2,3.027491368634939
BCL11B,3.0268720133202986
HOXC12,3.02510231110718
CLUL1,3.0246805142203255
NCRNA00110,3.024581567593017
DLK2,3.0243338634933523
MATN3,3.023825759313152
RAB3B,3.0229926607684945
SFRP2,3.0221499822207725
CD1B,3.020760517771448
ASRGL1,3.020518064023832
MAEL,3.020363960805901
SEPT3,3.01924797031391
CCNA1,3.018382100233844
CYP2C8,3.017409298454465
CABP4,3.017033604728348
GPR172B,3.016080530880848
PLAC4,3.015809682878068
LOC255167,3.0154440431295075
HLA-DQB2,3.0145336933969573
EPHB6,3.0143843327007
WSCD2,3.013914359075717
RAET1E,3.013567933051253
CBLN1,3.011672203445906
SUSD4,3.0109496032722007
NHLRC4,3.0103859026368336
SCN3A,3.008125479207666
CECR7,3.0076698382879523
EGOT,3.007347189079221
KCNK17,3.006583774621896
PTCHD3,3.006537040516093
ZNF385D,3.005852103301781
CST9L,3.004612374489877
VWA3A,3.0038854244397153
DCHS2,3.0031012631824705
BRDT,3.002507601131634
VEPH1,3.0010599743551243
SLC4A11,3.0006490949555094
DGCR5,3.0005881139890143
SIT1,3.000237989986649
TBX10,3.0001385985378763
HSD3B2,2.9997617333690374
GZMA,2.9974433755648326
PAEP,2.9972777148543366
ASS1,2.99725544468045
NOTUM,2.997230305245565
FMO1,2.9970037090463615
LASS1,2.996903046548034
CPAMD8,2.9960359757035064
TRPM6,2.9948930821743422
NRTN,2.994876727612039
MYB,2.994807285446815
PLD4,2.9930219130003315
PSORS1C2,2.9919152116671075
IGFBP5,2.990145730462769
CHRNA5,2.989010361950936
INE2,2.988034152946445
TNFRSF18,2.9876116358669504
LAMA1,2.9875355301964355
KIAA2022,2.986794395809653
CD40LG,2.9855034209802604
CSTA,2.9850482699752807
NCRNA00092,2.984553331628143
DHDPSL,2.9842793508574696
BMX,2.9840258610178783
RFX6,2.981161302630301
CYP2B6,2.9808884538450267
PRRT4,2.979571701886221
UCP1,2.979198062646291
BEND7,2.9787301157194586
AQP4,2.978138256726115
EDARADD,2.9777661054148465
MEOX2,2.976245620718421
SNTN,2.976123441880003
FST,2.975953625848265
NTF4,2.975736738716052
HSPB7,2.974802345365393
LGI1,2.974793565098348
ACAP1,2.974755165744798
PRKCQ,2.9746733018415408
RTN1,2.974006139465937
OTX1,2.973351221006613
RHBG,2.972789680754769
CD2,2.972284563124429
NDST4,2.972107087821494
SPTBN4,2.971008444054835
DOCK3,2.9705940310127583
CAPS,2.9697526012614364
CXCR3,2.9692060100616335
C5orf27,2.969042724001371
LGALS9B,2.968917575568819
PLXNC1,2.9688713868477326
CXCL6,2.9684637403096215
LRRC14B,2.9681309877714934
PHGDH,2.9680928204456283
VPREB3,2.9671094156419717
SLC23A1,2.9663559998946956
STC1,2.961728705582037
FRAS1,2.9615707963634508
NOSTRIN,2.9593690404317883
ABCB5,2.9583922987193625
RBP5,2.955739317744922
STMN2,2.9539078210191034
RYR2,2.953080576108458
MAGEC1,2.950746960936968
COL28A1,2.9501956008576085
MRC1,2.949454083170509
BTNL9,2.948352735669166
IL17REL,2.9482228725847137
COL4A3,2.9475978214610987
MAGED4B,2.9474906565131267
DMBX1,2.9459224437667637
NKG7,2.9454151253980534
FAT3,2.943018151277265
LOC100188947,2.9410371476959307
COL4A5,2.9401846300606174
PTPRCAP,2.939735846012974
GLRB,2.9394878602964867
SORCS2,2.938461725119902
ULBP3,2.9366886664962757
SAMD13,2.936670765367333
ANO2,2.936368193723167
